Market|Product|DRG Parent ID|Payer|Payer Channel|Medical Lives|Access Category|Access|Policy Date|Review Date
Immuno Oncology|Keytruda|986|BlueCross BlueShield Nebraska|Commercial|594233|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1214|Peoples Health|Medicare Advantage Plan|62788|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|2150|Express Scripts|Commercial|0|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|1095|Highmark|Commercial|2601468|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1122|Healthfirst (NY)|Commercial|30963|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|1191|Providence Health System|Commercial|464794|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|999|Capital BlueCross|Commercial|510968|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|990|BlueCross BlueShield South Carolina|Commercial|1093858|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1101|Independence Blue Cross|Commercial|1286618|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|970|Avera Health|Commercial|142903|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|990|BlueCross BlueShield South Carolina|Commercial|1093858|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1034|CareSource Management Group|Commercial|221041|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1902|Fidelis Care|Medicare Advantage Plan|69132|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|999|Capital BlueCross|Commercial|510968|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1101|Independence Blue Cross|Medicare Advantage Plan|115525|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|981|BlueCross BlueShield Arizona|Commercial|529056|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|986|BlueCross BlueShield Nebraska|Commercial|594233|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|994|BlueCross Idaho|Commercial|305806|cHL 4L+: Adult & Pediatric|PA Required; Criteria Unavailable||
Immuno Oncology|Keytruda|1071|Harvard Pilgrim Health Care|Commercial|956984|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1021|WellCare|Medicare Advantage Plan|502592|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1214|Peoples Health|Medicare Advantage Plan|62788|cHL 2L: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1021|WellCare|Medicare Advantage Plan|502592|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|1902|Fidelis Care|Medicare Advantage Plan|69132|cHL 4L+: Adult & Pediatric|PA to Label||
Immuno Oncology|Keytruda|982|Florida Blue|Medicare Advantage Plan|151871|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|982|Florida Blue|Commercial|3911677|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1074|Health Care Service Corporation|Commercial|12326616|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|977|BlueCross BlueShield Vermont|Commercial|192031|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Health Net|Commercial|869310|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1108|Intermountain Healthcare|Commercial|912907|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1072|BlueCross BlueShield Hawaii (HMSA)|Commercial|608237|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Health Net|Commercial|869310|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1089|HealthPartners (MN)|Commercial|742415|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1049|Fallon Community Health|Medicare Advantage Plan|21297|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|985|BlueCross BlueShield Michigan|Commercial|3502723|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1165|PacificSource Health|Medicare Advantage Plan|30602|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1072|BlueCross BlueShield Hawaii (HMSA)|Commercial|608237|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|2141|CVS Health|Commercial|0|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1062|Geisinger Health System|Commercial|258906|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1251|Anthem|Commercial|23286478|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|989|BlueCross BlueShield Rhode Island|Commercial|177167|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1049|Fallon Community Health|Commercial|114751|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1108|Intermountain Healthcare|Medicare Advantage Plan|40032|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1002|CareFirst|Commercial|2420868|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|2245|Henry Ford Health|Commercial|363729|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1165|PacificSource Health|Medicare Advantage Plan|30602|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|977|BlueCross BlueShield Vermont|Commercial|192031|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Iron Road Healthcare|Medicare Advantage Plan||cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1049|Fallon Community Health|Commercial|114751|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Federal Employees Health Benefit|Commercial|5464641|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1089|HealthPartners (MN)|Commercial|742415|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1100|Humana|Medicare Advantage Plan|3509587|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1184|Premera Blue Cross|Commercial|1248690|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1079|HealthNow New York|Commercial|453525|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|992|BlueCross BlueShield Tennessee|Medicare Advantage Plan|135996|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|2245|Henry Ford Health|Commercial|363729|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|213|Lifetime Healthcare|Commercial|1062081|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|964|BlueCross BlueShield Arkansas|Commercial|364553|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1002|CareFirst|Commercial|2420868|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|2141|CVS Health|Commercial|0|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1062|Geisinger Health System|Commercial|258906|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Health Net|Medicare Advantage Plan|248538|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|992|BlueCross BlueShield Tennessee|Commercial|1885039|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1100|Humana|Commercial|1556399|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|956|Aetna|Commercial|17416295|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1049|Fallon Community Health|Medicare Advantage Plan|21297|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1079|HealthNow New York|Commercial|453525|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|971|SantaFe Healthcare|Commercial|257335|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|989|BlueCross BlueShield Rhode Island|Commercial|177167|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Health Net|Medicare Advantage Plan|248538|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Iron Road Healthcare|Medicare Advantage Plan||cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|1184|Premera Blue Cross|Commercial|1248690|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|987|BlueCross BlueShield North Carolina|Commercial|2345873|cHL 2L: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|964|BlueCross BlueShield Arkansas|Commercial|364553|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda||Federal Employees Health Benefit|Commercial|5464641|cHL 4L+: Adult & Pediatric|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1251|Anthem|Medicare Advantage Plan|900233|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1220|Cambia Health Solutions|Medicare Advantage Plan|93847|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1034|CareSource Management Group|Medicare Advantage Plan|20801|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2271|Moda Health|Medicare Advantage Plan|17898|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1191|Providence Health System|Medicare Advantage Plan|56073|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|964|BlueCross BlueShield Arkansas|Medicare Advantage Plan|17929|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2150|Express Scripts|Medicare Advantage Plan|0|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|956|Aetna|Medicare Advantage Plan|1703323|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1020|CommunityCare (OK)|Medicare Advantage Plan|27472|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1122|Healthfirst (NY)|Medicare Advantage Plan|151598|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1236|University of Pittsburgh Medical Center|Medicare Advantage Plan|175770|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|999|Capital BlueCross|Medicare Advantage Plan|30071|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1231|UnitedHealth Group|Medicare Advantage Plan|5237967|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1127|Medica (MN)|Medicare Advantage Plan|165807|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|981|BlueCross BlueShield Arizona|Medicare Advantage Plan|56795|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|987|BlueCross BlueShield North Carolina|Medicare Advantage Plan|76704|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1089|HealthPartners (MN)|Medicare Advantage Plan|63632|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|213|Lifetime Healthcare|Medicare Advantage Plan|114808|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1225|Tufts Health|Medicare Advantage Plan|103942|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2141|CVS Health|Medicare Advantage Plan|0|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1099|Horizon Blue Cross Blue Shield of New Jersey|Medicare Advantage Plan|84898|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1184|Premera Blue Cross|Medicare Advantage Plan|18908|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2245|Henry Ford Health|Medicare Advantage Plan|67386|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|989|BlueCross BlueShield Rhode Island|Medicare Advantage Plan|52947|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1009|Cigna|Medicare Advantage Plan|431922|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1062|Geisinger Health System|Medicare Advantage Plan|93820|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1142|Molina Healthcare|Medicare Advantage Plan|101469|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1146|MVP Health Care|Medicare Advantage Plan|60204|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|975|Blue Cross and Blue Shield of Alabama|Medicare Advantage Plan|87964|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|985|BlueCross BlueShield Michigan|Medicare Advantage Plan|526296|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|976|BlueCross BlueShield Minnesota|Medicare Advantage Plan|269163|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2096|EmblemHealth|Medicare Advantage Plan|161533|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|994|BlueCross Idaho|Medicare Advantage Plan|25459|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1071|Harvard Pilgrim Health Care|Medicare Advantage Plan|12195|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1074|Health Care Service Corporation|Medicare Advantage Plan|125764|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|2217|Spectrum Health|Medicare Advantage Plan|138416|cHL 4L+: Adult|Defer to NCD / LCD||
Immuno Oncology|Opdivo|1225|Tufts Health|Commercial|712859|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1034|CareSource Management Group|Commercial|221041|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1021|WellCare|Medicare Advantage Plan|502592|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1118|BlueCross BlueShield Louisiana|Commercial|1627191|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1214|Peoples Health|Medicare Advantage Plan|62788|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1155|BlueCross BlueShield North Dakota|Commercial|170605|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|991|BlueCross BlueShield Wyoming|Commercial|71673|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1902|Fidelis Care|Medicare Advantage Plan|69132|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1185|Presbyterian Health|Medicare Advantage Plan|45821|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1862|BlueCross BlueShield Kansas|Commercial|553540|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1242|Vantage Health|Commercial|26969|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1250|Wellmark BlueCross BlueShield|Commercial|624436|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1020|CommunityCare (OK)|Commercial|81244|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1242|Vantage Health|Medicare Advantage Plan|18393|cHL 4L+: Adult|No Formal Policy||
Immuno Oncology|Opdivo|1146|MVP Health Care|Commercial|399167|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo||Iron Road Healthcare|Medicare Advantage Plan||cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1100|Humana|Medicare Advantage Plan|3509587|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo||Health Net|Medicare Advantage Plan|248538|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|976|BlueCross BlueShield Minnesota|Commercial|1926314|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|1236|University of Pittsburgh Medical Center|Commercial|665781|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|1074|Health Care Service Corporation|Commercial|12326616|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1100|Humana|Commercial|1556399|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1095|Highmark|Commercial|2601468|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1101|Independence Blue Cross|Medicare Advantage Plan|115525|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|971|SantaFe Healthcare|Commercial|257335|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|984|BlueCross BlueShield Massachusetts|Medicare Advantage Plan|51086|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|1112|Kaiser Permanente|Commercial|9726445|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|1129|Medical Mutual|Commercial|1354573|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|982|Florida Blue|Commercial|3911677|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1251|Anthem|Commercial|23286478|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1112|Kaiser Permanente|Medicare Advantage Plan|1571952|cHL 4L+: Adult|No PA Required||
Immuno Oncology|Opdivo|982|Florida Blue|Medicare Advantage Plan|151871|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1095|Highmark|Medicare Advantage Plan|321992|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|1101|Independence Blue Cross|Commercial|1286618|cHL 4L+: Adult|PA Less Restrictive Than Label||
Immuno Oncology|Opdivo|992|BlueCross BlueShield Tennessee|Commercial|1885039|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|977|BlueCross BlueShield Vermont|Commercial|192031|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1220|Cambia Health Solutions|Commercial|1451564|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1099|Horizon Blue Cross Blue Shield of New Jersey|Commercial|2769876|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|975|Blue Cross and Blue Shield of Alabama|Commercial|2751435|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|2271|Moda Health|Commercial|176481|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1127|Medica (MN)|Commercial|1047200|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo||Federal Employees Health Benefit|Commercial|5464641|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|985|BlueCross BlueShield Michigan|Commercial|3502723|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1108|Intermountain Healthcare|Medicare Advantage Plan|40032|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|2328|Catholic Health Initiatives|Commercial|86173|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|2096|EmblemHealth|Commercial|1674115|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|2141|CVS Health|Commercial|0|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1062|Geisinger Health System|Commercial|258906|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|987|BlueCross BlueShield North Carolina|Commercial|2345873|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1108|Intermountain Healthcare|Commercial|912907|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|992|BlueCross BlueShield Tennessee|Medicare Advantage Plan|135996|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1231|UnitedHealth Group|Commercial|22820141|cHL 4L+: Adult|PA More Restrictive Than Label||
Immuno Oncology|Opdivo|1122|Healthfirst (NY)|Commercial|30963|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|1262|BlueCross BlueShield Mississippi|Commercial|480155|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|1072|BlueCross BlueShield Hawaii (HMSA)|Commercial|608237|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|2150|Express Scripts|Commercial|0|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|2217|Spectrum Health|Commercial|504074|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|1191|Providence Health System|Commercial|464794|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|990|BlueCross BlueShield South Carolina|Commercial|1093858|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|994|BlueCross Idaho|Commercial|305806|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|964|BlueCross BlueShield Arkansas|Commercial|364553|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|981|BlueCross BlueShield Arizona|Commercial|529056|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|984|BlueCross BlueShield Massachusetts|Commercial|2109652|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|1071|Harvard Pilgrim Health Care|Commercial|956984|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|999|Capital BlueCross|Commercial|510968|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|986|BlueCross BlueShield Nebraska|Commercial|594233|cHL 4L+: Adult|PA to Label||
Immuno Oncology|Opdivo|970|Avera Health|Commercial|142903|cHL 4L+: Adult|PA Required; Criteria Unavailable||
Immuno Oncology|Opdivo|213|Lifetime Healthcare|Commercial|1062081|cHL 4L+: Adult|Step Edit (Keytruda)||
Immuno Oncology|Opdivo|979|BlueShield California|Commercial|3164636|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1165|PacificSource Health|Medicare Advantage Plan|30602|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo||Health Net|Commercial|869310|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|989|BlueCross BlueShield Rhode Island|Commercial|177167|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1165|PacificSource Health|Commercial|152982|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1049|Fallon Community Health|Commercial|114751|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1002|CareFirst|Commercial|2420868|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|979|BlueShield California|Medicare Advantage Plan|155055|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1049|Fallon Community Health|Medicare Advantage Plan|21297|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1089|HealthPartners (MN)|Commercial|742415|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|956|Aetna|Commercial|17416295|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1009|Cigna|Commercial|14201236|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1185|Presbyterian Health|Commercial|184785|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1079|HealthNow New York|Commercial|453525|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|1184|Premera Blue Cross|Commercial|1248690|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Opdivo|2245|Henry Ford Health|Commercial|363729|cHL 4L+: Adult|PA to Label; Additional Criteria||
Immuno Oncology|Keytruda|2096|EmblemHealth|Medicare Advantage Plan|161533|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|987|BlueCross BlueShield North Carolina|Medicare Advantage Plan|76704|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1099|Horizon Blue Cross Blue Shield of New Jersey|Medicare Advantage Plan|84898|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|213|Lifetime Healthcare|Medicare Advantage Plan|114808|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|981|BlueCross BlueShield Arizona|Medicare Advantage Plan|56795|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1225|Tufts Health|Medicare Advantage Plan|103942|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1251|Anthem|Medicare Advantage Plan|900233|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|994|BlueCross Idaho|Medicare Advantage Plan|25459|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1089|HealthPartners (MN)|Medicare Advantage Plan|63632|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|2217|Spectrum Health|Medicare Advantage Plan|138416|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1071|Harvard Pilgrim Health Care|Medicare Advantage Plan|12195|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1074|Health Care Service Corporation|Medicare Advantage Plan|125764|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1191|Providence Health System|Medicare Advantage Plan|56073|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|975|Blue Cross and Blue Shield of Alabama|Medicare Advantage Plan|87964|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|999|Capital BlueCross|Medicare Advantage Plan|30071|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|1009|Cigna|Medicare Advantage Plan|431922|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|2141|CVS Health|Medicare Advantage Plan|0|Esophageal 2L+|Defer to NCD / LCD||
Immuno Oncology|Keytruda|2245|Henry Ford Health|Medicare Advantage Plan|67386|Esophageal 2L+|Defer to NCD / LCD||
